Loading dataset...	
2,3	
9,3	
12,12	
3,5	
11,6	
9,9	
11,11	
10,10	
9,9	
9,9	
7,8	
10,12	
9,3	
9,9	
11,12	
12,12	
9,9	
11,12	
12,1	
3,8	
8,6	
8,8	
12,8	
12,12	
12,1	
3,6	
3,5	
11,11	
10,10	
12,1	
9,9	
12,12	
9,9	
12,4	
3,9	
3,3	
9,9	
10,10	
9,9	
11,6	
12,4	
9,9	
7,7	
3,8	
3,3	
11,11	
12,12	
11,11	
9,9	
9,9	
10,10	
9,9	
6,3	
10,10	
9,9	
2,11	
3,3	
11,3	
12,12	
3,5	
9,7	
11,11	
9,9	
3,8	
9,9	
11,12	
11,11	
11,11	
3,5	
11,6	
9,3	
8,3	
12,12	
9,9	
11,11	
11,11	
8,8	
8,8	
9,9	
9,9	
9,9	
7,12	
9,9	
11,1	
11,11	
10,12	
12,4	
9,9	
12,12	
12,8	
9,9	
10,12	
12,1	
8,3	
12,4	
8,3	
8,6	
9,9	
9,9	
8,4	
11,10	
9,9	
7,7	
3,6	
9,9	
7,7	
11,11	
9,9	
12,11	
11,12	
9,9	
12,12	
11,6	
2,3	
9,9	
12,12	
11,11	
3,6	
8,3	
10,12	
1,8	
12,12	
5,5	
6,3	
8,3	
11,5	
7,7	
12,12	
11,3	
11,11	
5,11	
7,7	
11,11	
10,10	
11,3	
11,11	
11,11	
11,11	
5,2	
12,12	
12,12	
5,12	
3,6	
10,10	
6,3	
5,5	
10,10	
10,10	
10,10	
11,11	
12,12	
3,6	
12,12	
12,7	
12,12	
2,4	
8,7	
2,6	
10,8	
1,3	
7,7	
5,3	
12,12	
2,4	
10,10	
12,12	
7,7	
9,8	
10,10	
10,1	
10,10	
11,11	
6,11	
11,11	
12,12	
1,1	
5,5	
12,12	
12,2	
10,8	
11,5	
8,8	
10,11	
11,11	
12,12	
4,3	
3,6	
4,1	
3,8	
11,3	
6,3	
11,11	
11,11	
8,8	
11,11	
11,3	
12,12	
12,5	
12,7	
6,3	
11,8	
5,8	
11,11	
12,12	
12,12	
12,12	
4,1	
11,11	
3,6	
12,12	
3,6	
9,4	
12,12	
5,5	
3,1	
7,7	
12,12	
12,12	
3,6	
8,7	
12,12	
7,7	
12,11	
10,1	
3,3	
12,12	
12,12	
11,1	
1,8	
8,8	
12,7	
12,12	
4,4	
12,12	
10,2	
11,1	
10,8	
12,12	
1,8	
3,2	
7,7	
10,3	
6,11	
12,12	
12,12	
12,12	
11,11	
11,8	
12,3	
11,11	
7,12	
6,8	
10,10	
11,11	
8,12	
4,1	
3,11	
6,3	
12,12	
7,12	
12,12	
7,7	
4,6	
1,10	
5,5	
12,12	
5,5	
10,12	
11,11	
2,3	
7,7	
5,10	
10,8	
12,12	
5,3	
8,8	
5,6	
1,7	
5,6	
11,11	
10,12	
11,11	
7,7	
6,5	
8,8	
7,7	
11,12	
12,12	
12,6	
3,12	
7,7	
12,12	
11,3	
12,6	
10,10	
7,7	
12,6	
11,1	
11,1	
10,10	
5,12	
11,11	
8,8	
8,8	
12,12	
7,7	
10,10	
3,6	
11,11	
1,1	
10,10	
5,6	
8,12	
12,12	
3,1	
11,11	
1,10	
7,7	
12,12	
6,1	
4,7	
10,10	
5,6	
5,5	
11,11	
1,12	
4,7	
10,10	
11,3	
12,12	
11,6	
2,1	
2,5	
12,3	
4,12	
2,6	
10,10	
8,8	
4,6	
11,1	
12,8	
5,5	
12,6	
12,12	
9,3	
10,11	
6,12	
11,11	
11,10	
5,12	
6,6	
10,10	
5,6	
7,6	
11,6	
10,11	
11,11	
12,10	
12,12	
11,11	
11,11	
2,6	
3,11	
12,8	
11,1	
8,8	
12,12	
4,3	
5,12	
12,11	
10,10	
7,10	
10,12	
11,11	
3,6	
3,6	
10,10	
10,7	
9,5	
12,12	
12,12	
1,1	
3,6	
11,11	
2,1	
11,6	
12,12	
5,1	
6,5	
10,10	
5,6	
12,5	
11,11	
6,7	
10,10	
5,3	
4,3	
5,6	
5,5	
12,12	
9,5	
10,7	
11,1	
10,10	
5,5	
10,10	
11,11	
7,7	
12,12	
6,3	
12,1	
11,3	
10,12	
7,7	
10,10	
3,11	
1,1	
10,7	
10,10	
10,10	
6,6	
12,10	
5,5	
3,5	
5,5	
8,8	
5,1	
12,3	
12,12	
8,12	
4,6	
8,10	
10,10	
5,5	
4,6	
12,12	
5,10	
10,10	
11,11	
11,11	
10,11	
11,3	
10,10	
9,12	
11,11	
10,7	
5,10	
11,11	
9,5	
9,2	
9,9	
8,11	
9,5	
9,5	
7,12	
11,2	
8,8	
10,10	
10,10	
10,10	
11,6	
11,2	
9,2	
9,5	
6,6	
9,5	
10,10	
11,11	
10,10	
11,9	
9,9	
11,11	
9,5	
2,6	
12,12	
9,5	
12,6	
11,11	
12,12	
11,11	
10,10	
9,5	
10,10	
4,9	
11,11	
12,6	
11,11	
9,2	
12,9	
11,11	
11,11	
12,6	
12,12	
11,11	
2,2	
12,12	
11,9	
4,11	
9,5	
11,11	
5,6	
9,5	
10,10	
12,8	
9,5	
10,10	
11,11	
9,5	
11,11	
10,10	
12,6	
10,9	
11,11	
10,10	
9,9	
12,12	
11,11	
11,11	
10,9	
12,12	
12,12	
7,7	
8,8	
12,7	
8,5	
3,3	
11,11	
8,8	
12,12	
9,12	
8,8	
10,12	
7,12	
9,12	
1,3	
12,12	
4,5	
7,7	
4,2	
3,2	
7,2	
3,11	
12,12	
12,7	
5,1	
1,1	
9,2	
11,5	
3,3	
9,8	
7,7	
6,12	
7,7	
7,12	
10,1	
12,1	
6,11	
9,12	
3,6	
7,7	
3,5	
9,12	
9,12	
7,7	
7,12	
12,12	
12,12	
7,12	
12,1	
12,12	
12,2	
4,7	
11,5	
7,7	
1,8	
8,8	
11,11	
12,12	
6,2	
3,1	
8,2	
9,12	
3,2	
12,12	
7,12	
11,2	
11,12	
7,8	
7,7	
12,12	
9,6	
7,7	
12,5	
4,12	
7,7	
7,5	
7,12	
6,11	
7,12	
12,12	
12,12	
3,8	
10,10	
12,12	
11,11	
8,6	
8,8	
12,5	
7,7	
10,12	
9,12	
11,11	
7,12	
9,4	
7,12	
9,4	
8,3	
9,1	
10,10	
8,5	
11,11	
7,12	
8,8	
12,12	
3,6	
10,3	
11,11	
7,6	
9,9	
11,11	
7,12	
7,12	
4,4	
12,1	
8,8	
7,12	
12,4	
12,11	
12,12	
8,6	
11,10	
8,3	
10,10	
9,9	
7,4	
6,6	
9,9	
8,4	
7,1	
9,9	
8,8	
7,12	
10,10	
2,8	
8,6	
7,7	
12,12	
12,12	
11,12	
9,4	
12,12	
11,12	
10,10	
12,10	
12,12	
10,10	
8,8	
7,7	
9,9	
12,10	
11,11	
11,11	
7,7	
9,8	
10,10	
10,10	
12,12	
8,6	
10,10	
11,11	
7,5	
11,12	
12,10	
12,12	
12,4	
7,12	
9,9	
8,4	
7,7	
11,11	
11,11	
11,11	
8,5	
11,11	
7,5	
7,12	
9,11	
11,3	
7,12	
1,1	
10,10	
10,10	
11,11	
9,4	
12,7	
8,8	
9,9	
9,8	
6,6	
11,11	
11,11	
11,11	
12,12	
12,12	
8,8	
12,12	
11,11	
11,11	
7,12	
7,4	
11,11	
10,10	
3,6	
10,12	
8,8	
11,12	
9,6	
7,12	
7,7	
7,1	
7,3	
7,7	
11,11	
10,10	
3,11	
12,11	
11,10	
12,12	
12,11	
12,2	
12,2	
4,12	
12,12	
10,10	
7,7	
5,6	
2,12	
4,11	
12,12	
2,3	
9,9	
4,12	
12,12	
12,12	
12,12	
2,5	
6,2	
12,11	
2,2	
10,11	
3,6	
11,11	
8,8	
7,7	
2,3	
6,6	
3,2	
4,9	
11,11	
12,11	
11,4	
2,11	
3,2	
6,6	
9,12	
11,11	
6,6	
7,7	
3,8	
12,12	
10,10	
11,10	
11,11	
11,12	
12,6	
10,2	
7,12	
11,2	
6,3	
11,11	
11,11	
12,12	
4,3	
11,11	
9,9	
10,10	
12,2	
4,5	
4,10	
11,6	
1,2	
3,5	
4,6	
4,12	
2,2	
12,12	
12,8	
10,4	
4,6	
11,11	
4,9	
10,10	
12,11	
2,2	
12,5	
12,11	
6,6	
12,12	
12,12	
2,6	
12,11	
2,2	
4,9	
12,11	
12,12	
12,12	
7,11	
6,3	
12,12	
12,6	
10,10	
3,2	
1,12	
5,8	
12,12	
7,4	
12,11	
12,12	
11,11	
6,6	
10,10	
12,12	
10,10	
10,10	
12,12	
1,6	
4,12	
12,12	
12,12	
12,12	
4,11	
7,5	
4,10	
2,11	
12,3	
2,5	
9,9	
1,2	
4,6	
7,7	
12,12	
11,11	
10,10	
4,2	
10,10	
10,11	
8,8	
11,4	
11,2	
12,12	
11,11	
9,9	
8,8	
12,12	
12,6	
6,3	
9,9	
2,2	
10,11	
12,12	
12,11	
10,10	
12,12	
12,12	
11,6	
1,2	
8,8	
12,11	
12,12	
7,7	
10,10	
6,5	
10,11	
12,11	
7,7	
5,8	
7,7	
12,12	
10,12	
3,5	
12,11	
7,7	
10,11	
11,11	
11,11	
11,11	
12,12	
6,8	
6,3	
6,3	
9,11	
12,11	
12,7	
5,3	
10,10	
3,3	
8,11	
6,6	
10,10	
6,6	
7,7	
7,7	
10,12	
5,5	
10,10	
12,11	
10,10	
8,8	
12,12	
10,10	
8,4	
10,10	
11,11	
11,11	
6,6	
3,5	
7,7	
6,6	
12,7	
7,7	
7,5	
6,3	
7,12	
10,11	
7,7	
12,12	
12,12	
5,8	
11,12	
6,6	
7,7	
10,10	
7,7	
12,12	
8,8	
11,11	
7,7	
9,8	
5,5	
5,3	
3,6	
11,11	
7,7	
6,11	
5,11	
11,4	
10,10	
8,8	
6,2	
11,11	
11,11	
9,8	
6,8	
12,12	
11,11	
10,10	
6,6	
11,11	
11,11	
11,11	
6,6	
6,7	
9,9	
4,11	
8,8	
12,12	
8,8	
6,6	
10,10	
11,11	
6,8	
7,7	
8,8	
6,6	
12,12	
8,8	
10,12	
8,8	
6,8	
6,8	
7,7	
12,12	
11,11	
8,6	
6,6	
4,11	
8,8	
12,12	
11,11	
11,12	
8,8	
11,8	
12,12	
12,4	
12,12	
8,8	
5,2	
11,11	
6,11	
11,6	
6,6	
10,10	
10,10	
6,6	
10,12	
8,9	
10,10	
10,12	
7,7	
5,2	
11,11	
12,10	
3,2	
11,11	
3,12	
6,11	
12,7	
10,10	
12,10	
11,4	
7,7	
12,12	
8,8	
11,11	
11,11	
5,6	
11,1	
12,12	
5,3	
1,2	
5,5	
7,7	
12,3	
12,12	
7,8	
5,5	
7,7	
7,7	
11,11	
5,1	
7,12	
7,7	
12,12	
12,12	
7,7	
7,7	
8,8	
2,11	
12,11	
11,11	
12,5	
12,7	
12,1	
7,7	
7,7	
11,11	
3,10	
6,10	
12,7	
12,12	
1,2	
11,11	
5,6	
11,11	
8,10	
5,6	
12,12	
3,1	
7,7	
7,7	
7,7	
11,11	
12,4	
8,8	
12,3	
7,7	
5,5	
10,4	
12,12	
4,1	
7,7	
7,7	
5,3	
6,5	
6,11	
11,11	
12,12	
12,1	
12,12	
6,8	
4,5	
8,8	
11,11	
7,7	
6,1	
3,11	
12,12	
11,11	
3,11	
10,10	
2,11	
8,11	
11,11	
8,11	
7,7	
12,12	
10,10	
3,6	
3,10	
11,11	
3,2	
5,2	
8,8	
5,12	
8,4	
7,2	
7,2	
12,2	
7,12	
1,4	
8,8	
12,12	
5,2	
5,12	
5,1	
8,2	
1,1	
12,12	
4,12	
5,2	
1,2	
1,4	
8,12	
12,12	
8,1	
8,4	
3,12	
7,2	
7,12	
5,4	
1,8	
5,2	
11,6	
2,6	
4,6	
3,5	
2,6	
10,10	
3,6	
3,11	
12,1	
3,6	
4,5	
6,6	
4,11	
10,1	
10,10	
5,1	
4,6	
5,6	
8,5	
4,8	
2,6	
12,12	
11,11	
11,5	
7,8	
3,11	
11,11	
4,11	
11,11	
3,11	
11,8	
11,11	
5,1	
11,5	
5,6	
5,5	
3,6	
4,11	
12,12	
10,10	
12,12	
6,11	
3,11	
4,5	
8,8	
3,6	
2,6	
11,5	
5,1	
12,12	
4,8	
11,11	
12,12	
11,6	
3,11	
4,11	
11,11	
12,12	
5,1	
12,12	
7,12	
12,12	
11,12	
7,7	
12,12	
1,12	
12,12	
5,12	
12,12	
11,12	
4,12	
12,12	
11,12	
11,12	
12,12	
12,12	
10,10	
12,12	
12,12	
7,7	
7,12	
12,12	
12,12	
12,12	
7,7	
12,12	
12,12	
12,12	
12,12	
12,12	
12,12	
10,12	
12,12	
12,12	
12,12	
7,7	
11,1	
12,12	
12,12	
11,12	
11,12	
12,12	
7,7	
3,12	
12,12	
12,12	
3,12	
12,12	
4,12	
3,12	
11,12	
11,12	
12,12	
11,12	
12,12	
12,12	
12,1	
12,12	
7,7	
11,1	
12,12	
11,12	
12,12	
12,12	
2,7	
Finished.	
